lat,lon,orbitYear,gasID,concentration,norm_concentration
67,-76,2017,N2O,9.990e-08,1.5358474090443899
76,-51,2017,N2O,9.990e-08,1.5358474090443899
46,-76,2017,N2O,9.990e-08,1.5358474090443899
67,-55,2017,N2O,9.990e-08,1.5358474090443899
44,-127,2017,N2O,9.990e-08,1.5358474090443899
66,-107,2017,N2O,9.990e-08,1.5358474090443899
63,-91,2012,N2O,8.900e-08,1.5353223389851554
43,-70,2014,CCl2F2,5.670e-10,1.5352857171582315
41,-84,2014,CCl2F2,5.670e-10,1.5352857171582315
76,-54,2010,N2O,8.990e-08,1.5350292922188788
66,-55,2010,N2O,8.990e-08,1.5350292922188788
64,-124,2015,CO2,3.900e-04,1.534728079654127
72,-71,2011,CO2,3.910e-04,1.5346466626889284
50,-110,2017,CCl2F2,4.780e-10,1.534277227266449
47,-64,2017,CCl2F2,4.780e-10,1.534277227266449
65,-65,2017,CCl2F2,4.780e-10,1.534277227266449
64,-139,2011,N2O,9.680e-08,1.5338128271841989
67,-121,2011,N2O,9.680e-08,1.5338128271841989
49,-82,2011,N2O,9.680e-08,1.5338128271841989
52,-60,2008,CCl2F2,5.230e-10,1.5336220435701489
81,-126,2008,CCl2F2,5.230e-10,1.5336220435701489
59,-121,2017,N2O,9.980e-08,1.533554652902347
66,-81,2017,N2O,9.980e-08,1.533554652902347
85,-96,2007,N2O,9.560e-08,1.5334862698206706
58,-117,2012,CCl2F2,5.420e-10,1.5333661389745448
53,-78,2012,CCl2F2,5.420e-10,1.5333661389745448
44,-127,2012,CCl2F2,5.420e-10,1.5333661389745448
65,-90,2010,N2O,8.980e-08,1.5325682466308357
66,-138,2011,N2O,9.670e-08,1.5314661226986546
68,-125,2011,N2O,9.670e-08,1.5314661226986546
82,-111,2017,N2O,9.970e-08,1.5312618967603044
62,-86,2017,N2O,9.970e-08,1.5312618967603044
52,-98,2017,N2O,9.970e-08,1.5312618967603044
82,-60,2017,N2O,9.970e-08,1.5312618967603044
43,-95,2017,N2O,9.970e-08,1.5312618967603044
67,-128,2006,CCl2F2,5.800e-10,1.5301117041499093
83,-100,2011,N2O,9.660e-08,1.5291194182131105
63,-112,2017,N2O,9.960e-08,1.5289691406182617
63,-103,2017,N2O,9.960e-08,1.5289691406182617
68,-113,2017,N2O,9.960e-08,1.5289691406182617
42,-125,2017,N2O,9.960e-08,1.5289691406182617
63,-59,2017,N2O,9.960e-08,1.5289691406182617
51,-66,2017,N2O,9.960e-08,1.5289691406182617
67,-107,2017,N2O,9.960e-08,1.5289691406182617
62,-87,2017,N2O,9.960e-08,1.5289691406182617
59,-136,2017,CCl2F2,4.770e-10,1.5287689288028747
67,-136,2017,CCl2F2,4.770e-10,1.5287689288028747
85,-120,2007,N2O,9.540e-08,1.5287534204347446
77,-62,2004,CO2,3.940e-04,1.5287083392082261
69,-112,2004,CO2,3.940e-04,1.5287083392082261
53,-89,2004,CO2,3.940e-04,1.5287083392082261
81,-80,2008,CCl2F2,5.220e-10,1.5286753795983168
59,-137,2008,CCl2F2,5.220e-10,1.5286753795983168
60,-57,2012,CCl2F2,5.410e-10,1.5284830851710687
83,-92,2012,N2O,8.870e-08,1.5279109940102922
72,-117,2010,N2O,8.960e-08,1.52764615545475
65,-127,2010,N2O,8.960e-08,1.52764615545475
72,-93,2015,CO2,3.890e-04,1.5275156270440906
47,-85,2011,N2O,9.650e-08,1.5267727137275662
47,-110,2011,N2O,9.650e-08,1.5267727137275662
57,-85,2017,N2O,9.950e-08,1.5266763844762188
43,-80,2017,N2O,9.950e-08,1.5266763844762188
53,-89,2017,N2O,9.950e-08,1.5266763844762188
82,-64,2017,N2O,9.950e-08,1.5266763844762188
68,-83,2017,N2O,9.950e-08,1.5266763844762188
79,-133,2017,N2O,9.950e-08,1.5266763844762188
57,-138,2007,N2O,9.530e-08,1.5263869957417817
47,-62,2007,N2O,9.530e-08,1.5263869957417817
50,-77,2007,N2O,9.530e-08,1.5263869957417817
66,-138,2007,N2O,9.530e-08,1.5263869957417817
69,-78,2006,CCl2F2,5.790e-10,1.5254932564284371
82,-71,2010,N2O,8.950e-08,1.5251851098667073
82,-130,2014,N2O,9.220e-08,1.525039348629486
78,-58,2011,N2O,9.640e-08,1.524426009242022
67,-75,2017,N2O,9.940e-08,1.524383628334176
68,-69,2017,N2O,9.940e-08,1.524383628334176
58,-95,2017,N2O,9.940e-08,1.524383628334176
42,-59,2007,N2O,9.520e-08,1.5240205710488188
62,-93,2008,CCl2F2,5.210e-10,1.523728715626485
83,-80,2016,CO2,4.280e-04,1.5233219596267802
78,-101,2016,CO2,4.280e-04,1.5233219596267802
76,-85,2016,CO2,4.280e-04,1.5233219596267802
82,-91,2016,CO2,4.280e-04,1.5233219596267802
66,-95,2016,CO2,4.280e-04,1.5233219596267802
76,-61,2017,CCl2F2,4.760e-10,1.5232606303393006
67,-55,2012,N2O,8.850e-08,1.5229700973603837
68,-108,2017,N2O,9.930e-08,1.5220908721921331
81,-139,2017,N2O,9.930e-08,1.5220908721921331
63,-52,2007,N2O,9.510e-08,1.5216541463558557
76,-132,2004,CO2,3.930e-04,1.521426546769925
42,-119,2004,CO2,3.930e-04,1.521426546769925
61,-113,2014,N2O,9.200e-08,1.5202327568365845
47,-99,2011,CO2,3.890e-04,1.5201751223761053
52,-87,2017,N2O,9.920e-08,1.5197981160500906
67,-116,2017,N2O,9.920e-08,1.5197981160500906
68,-110,2017,N2O,9.920e-08,1.5197981160500906
58,-96,2017,N2O,9.920e-08,1.5197981160500906
43,-128,2017,N2O,9.920e-08,1.5197981160500906
60,-139,2017,N2O,9.920e-08,1.5197981160500906
64,-77,2011,N2O,9.620e-08,1.5197326002709337
66,-63,2011,N2O,9.620e-08,1.5197326002709337
49,-71,2011,N2O,9.620e-08,1.5197326002709337
67,-101,2007,N2O,9.500e-08,1.5192877216628928
78,-124,2007,N2O,9.500e-08,1.5192877216628928
67,-55,2008,CCl2F2,5.200e-10,1.5187820516546529
64,-125,2012,CCl2F2,5.390e-10,1.5187169775641163
47,-103,2012,CCl2F2,5.390e-10,1.5187169775641163
49,-134,2015,CCl2F2,5.980e-10,1.518661234036135
63,-110,2014,N2O,9.190e-08,1.517829460940134
67,-95,2010,N2O,8.920e-08,1.5178019731025787
63,-93,2017,CCl2F2,4.750e-10,1.5177523318757262
66,-76,2017,N2O,9.910e-08,1.5175053599080477
83,-99,2017,N2O,9.910e-08,1.5175053599080477
56,-81,2017,N2O,9.910e-08,1.5175053599080477
62,-57,2017,N2O,9.910e-08,1.5175053599080477
81,-77,2017,N2O,9.910e-08,1.5175053599080477
65,-119,2017,N2O,9.910e-08,1.5175053599080477
65,-95,2017,N2O,9.910e-08,1.5175053599080477
82,-100,2011,N2O,9.610e-08,1.5173858957853892
76,-98,2011,N2O,9.610e-08,1.5173858957853892
59,-119,2011,N2O,9.610e-08,1.5173858957853892
65,-64,2007,N2O,9.490e-08,1.5169212969699297
68,-135,2016,CO2,4.270e-04,1.5166323389039065
67,-137,2009,N2O,9.990e-08,1.5152285555851992
83,-101,2009,N2O,9.990e-08,1.5152285555851992
52,-103,2009,N2O,9.990e-08,1.5152285555851992
58,-82,2009,N2O,9.990e-08,1.5152285555851992
66,-128,2009,N2O,9.990e-08,1.5152285555851992
81,-88,2009,N2O,9.990e-08,1.5152285555851992
67,-132,2009,N2O,9.990e-08,1.5152285555851992
65,-88,2009,N2O,9.990e-08,1.5152285555851992
61,-92,2017,N2O,9.900e-08,1.515212603766005
57,-110,2017,N2O,9.900e-08,1.515212603766005
64,-128,2017,N2O,9.900e-08,1.515212603766005
64,-73,2017,N2O,9.900e-08,1.515212603766005
70,-76,2017,N2O,9.900e-08,1.515212603766005
67,-104,2017,N2O,9.900e-08,1.515212603766005
60,-59,2011,N2O,9.600e-08,1.515039191299845
56,-110,2011,N2O,9.600e-08,1.515039191299845
80,-89,2011,N2O,9.600e-08,1.515039191299845
42,-78,2007,N2O,9.480e-08,1.5145548722769668
72,-55,2007,N2O,9.480e-08,1.5145548722769668
57,-122,2004,CO2,3.920e-04,1.5141447543316238
77,-129,2004,CO2,3.920e-04,1.5141447543316238
76,-84,2004,CO2,3.920e-04,1.5141447543316238
68,-117,2004,CO2,3.920e-04,1.5141447543316238
50,-96,2008,CCl2F2,5.190e-10,1.5138353876828208
83,-112,2016,N2O,9.990e-08,1.5131257295430693
68,-80,2016,N2O,9.990e-08,1.5131257295430693
50,-90,2016,N2O,9.990e-08,1.5131257295430693
62,-88,2016,N2O,9.990e-08,1.5131257295430693
68,-84,2016,N2O,9.990e-08,1.5131257295430693
75,-137,2016,N2O,9.990e-08,1.5131257295430693
57,-66,2016,N2O,9.990e-08,1.5131257295430693
57,-132,2016,N2O,9.990e-08,1.5131257295430693
43,-113,2016,N2O,9.990e-08,1.5131257295430693
67,-93,2009,N2O,9.980e-08,1.5129410197029585
84,-74,2009,N2O,9.980e-08,1.5129410197029585
65,-73,2009,N2O,9.980e-08,1.5129410197029585
81,-71,2009,N2O,9.980e-08,1.5129410197029585
68,-75,2009,N2O,9.980e-08,1.5129410197029585
64,-96,2017,N2O,9.890e-08,1.5129198476239625
67,-84,2017,N2O,9.890e-08,1.5129198476239625
59,-134,2017,N2O,9.890e-08,1.5129198476239625
67,-106,2017,N2O,9.890e-08,1.5129198476239625
68,-90,2017,N2O,9.890e-08,1.5129198476239625
81,-60,2017,N2O,9.890e-08,1.5129198476239625
68,-67,2011,N2O,9.590e-08,1.5126924868143012
69,-85,2011,N2O,9.590e-08,1.5126924868143012
41,-108,2011,N2O,9.590e-08,1.5126924868143012
65,-102,2011,N2O,9.590e-08,1.5126924868143012
68,-57,2011,N2O,9.590e-08,1.5126924868143012
54,-77,2017,CCl2F2,4.740e-10,1.5122440334121519
46,-98,2017,CCl2F2,4.740e-10,1.5122440334121519
68,-139,2017,CCl2F2,4.740e-10,1.5122440334121519
76,-134,2007,N2O,9.470e-08,1.5121884475840037
42,-89,2016,N2O,9.980e-08,1.5108470004380137
81,-137,2016,N2O,9.980e-08,1.5108470004380137
56,-114,2016,N2O,9.980e-08,1.5108470004380137
57,-123,2016,N2O,9.980e-08,1.5108470004380137
60,-55,2016,N2O,9.980e-08,1.5108470004380137
69,-64,2016,N2O,9.980e-08,1.5108470004380137
42,-64,2016,N2O,9.980e-08,1.5108470004380137
65,-65,2016,N2O,9.980e-08,1.5108470004380137
74,-93,2016,N2O,9.980e-08,1.5108470004380137
64,-109,2016,N2O,9.980e-08,1.5108470004380137
59,-83,2016,N2O,9.980e-08,1.5108470004380137
83,-59,2016,N2O,9.980e-08,1.5108470004380137
80,-73,2009,N2O,9.970e-08,1.5106534838207182
56,-138,2009,N2O,9.970e-08,1.5106534838207182
66,-130,2009,N2O,9.970e-08,1.5106534838207182
50,-139,2017,N2O,9.880e-08,1.5106270914819195
66,-129,2017,N2O,9.880e-08,1.5106270914819195
52,-118,2017,N2O,9.880e-08,1.5106270914819195
73,-72,2017,N2O,9.880e-08,1.5106270914819195
82,-84,2017,N2O,9.880e-08,1.5106270914819195
79,-59,2017,N2O,9.880e-08,1.5106270914819195
63,-84,2017,N2O,9.880e-08,1.5106270914819195
73,-107,2011,N2O,9.580e-08,1.5103457823287567
42,-133,2011,N2O,9.580e-08,1.5103457823287567
51,-106,2011,N2O,9.580e-08,1.5103457823287567
79,-134,2006,N2O,7.920e-08,1.5100182389818244
68,-65,2016,CO2,4.260e-04,1.5099427181810323
83,-79,2016,CO2,4.260e-04,1.5099427181810323
54,-109,2016,CO2,4.260e-04,1.5099427181810323
60,-119,2007,N2O,9.460e-08,1.5098220228910408
81,-124,2008,CCl2F2,5.180e-10,1.5088887237109887
58,-117,2008,CCl2F2,5.180e-10,1.5088887237109887
56,-123,2016,N2O,9.970e-08,1.5085682713329582
68,-128,2016,N2O,9.970e-08,1.5085682713329582
59,-51,2016,N2O,9.970e-08,1.5085682713329582
53,-110,2016,N2O,9.970e-08,1.5085682713329582
67,-82,2016,N2O,9.970e-08,1.5085682713329582
63,-59,2016,N2O,9.970e-08,1.5085682713329582
57,-134,2016,N2O,9.970e-08,1.5085682713329582
58,-73,2016,N2O,9.970e-08,1.5085682713329582
66,-58,2016,N2O,9.970e-08,1.5085682713329582
65,-136,2009,N2O,9.960e-08,1.508365947938478
61,-130,2009,N2O,9.960e-08,1.508365947938478
84,-72,2009,N2O,9.960e-08,1.508365947938478
67,-94,2009,N2O,9.960e-08,1.508365947938478
44,-78,2017,N2O,9.870e-08,1.5083343353398768
67,-113,2017,N2O,9.870e-08,1.5083343353398768
63,-68,2017,N2O,9.870e-08,1.5083343353398768
70,-101,2006,CCl2F2,5.750e-10,1.507019465542548
43,-93,2006,CCl2F2,5.750e-10,1.507019465542548
73,-97,2004,CO2,3.910e-04,1.506862961893323
77,-104,2004,CO2,3.910e-04,1.506862961893323
71,-83,2004,CO2,3.910e-04,1.506862961893323
68,-118,2016,N2O,9.960e-08,1.506289542227903
64,-74,2016,N2O,9.960e-08,1.506289542227903
44,-111,2016,N2O,9.960e-08,1.506289542227903
83,-88,2016,N2O,9.960e-08,1.506289542227903
67,-119,2016,N2O,9.960e-08,1.506289542227903
78,-81,2016,N2O,9.960e-08,1.506289542227903
67,-58,2016,N2O,9.960e-08,1.506289542227903
41,-114,2016,N2O,9.960e-08,1.506289542227903
69,-112,2009,N2O,9.950e-08,1.5060784120562372
61,-134,2009,N2O,9.950e-08,1.5060784120562372
58,-69,2009,N2O,9.950e-08,1.5060784120562372
67,-68,2009,N2O,9.950e-08,1.5060784120562372
63,-116,2009,N2O,9.950e-08,1.5060784120562372
45,-98,2009,N2O,9.950e-08,1.5060784120562372
79,-54,2017,N2O,9.860e-08,1.5060415791978339
57,-121,2017,N2O,9.860e-08,1.5060415791978339
50,-71,2017,N2O,9.860e-08,1.5060415791978339
75,-95,2015,N2O,8.640e-08,1.5058131875062841
56,-134,2012,CCl2F2,5.360e-10,1.5040678161536878
68,-107,2012,CCl2F2,5.360e-10,1.5040678161536878
68,-133,2016,N2O,9.950e-08,1.5040108131228473
58,-79,2016,N2O,9.950e-08,1.5040108131228473
82,-82,2016,N2O,9.950e-08,1.5040108131228473
66,-97,2016,N2O,9.950e-08,1.5040108131228473
71,-62,2016,N2O,9.950e-08,1.5040108131228473
58,-123,2016,N2O,9.950e-08,1.5040108131228473
54,-59,2016,N2O,9.950e-08,1.5040108131228473
65,-135,2016,N2O,9.950e-08,1.5040108131228473
67,-80,2016,N2O,9.950e-08,1.5040108131228473
66,-128,2008,CCl2F2,5.170e-10,1.5039420597391568
59,-127,2008,CCl2F2,5.170e-10,1.5039420597391568
63,-92,2009,N2O,9.940e-08,1.5037908761739969
65,-105,2009,N2O,9.940e-08,1.5037908761739969
47,-111,2009,N2O,9.940e-08,1.5037908761739969
59,-138,2009,N2O,9.940e-08,1.5037908761739969
62,-114,2009,N2O,9.940e-08,1.5037908761739969
57,-77,2009,N2O,9.940e-08,1.5037908761739969
64,-60,2009,N2O,9.940e-08,1.5037908761739969
50,-96,2017,N2O,9.850e-08,1.5037488230557912
62,-132,2017,N2O,9.850e-08,1.5037488230557912
66,-130,2017,N2O,9.850e-08,1.5037488230557912
47,-72,2017,N2O,9.850e-08,1.5037488230557912
55,-78,2017,N2O,9.850e-08,1.5037488230557912
67,-132,2011,N2O,9.550e-08,1.5033056688721242
68,-83,2016,CO2,4.250e-04,1.5032530974581582
65,-116,2016,CO2,4.250e-04,1.5032530974581582
68,-98,2016,CO2,4.250e-04,1.5032530974581582
71,-85,2007,N2O,9.430e-08,1.502722748812152
66,-75,2007,N2O,9.430e-08,1.502722748812152
71,-86,2016,N2O,9.940e-08,1.501732084017792
51,-51,2016,N2O,9.940e-08,1.501732084017792
59,-107,2016,N2O,9.940e-08,1.501732084017792
52,-121,2016,N2O,9.940e-08,1.501732084017792
50,-64,2016,N2O,9.940e-08,1.501732084017792
71,-97,2009,N2O,9.930e-08,1.5015033402917561
64,-55,2009,N2O,9.930e-08,1.5015033402917561
59,-69,2009,N2O,9.930e-08,1.5015033402917561
61,-126,2009,N2O,9.930e-08,1.5015033402917561
66,-102,2009,N2O,9.930e-08,1.5015033402917561
67,-62,2009,N2O,9.930e-08,1.5015033402917561
61,-124,2009,N2O,9.930e-08,1.5015033402917561
67,-91,2017,N2O,9.840e-08,1.5014560669137482
65,-108,2017,N2O,9.840e-08,1.5014560669137482
68,-114,2017,N2O,9.840e-08,1.5014560669137482
62,-124,2017,CCl2F2,4.720e-10,1.5012274364850033
57,-134,2017,CCl2F2,4.720e-10,1.5012274364850033
56,-54,2017,CCl2F2,4.720e-10,1.5012274364850033
76,-64,2017,CCl2F2,4.720e-10,1.5012274364850033
63,-98,2017,CCl2F2,4.720e-10,1.5012274364850033
66,-77,2011,N2O,9.540e-08,1.50095896438658
70,-120,2011,N2O,9.540e-08,1.50095896438658
68,-138,2011,N2O,9.540e-08,1.50095896438658
46,-83,2007,N2O,9.420e-08,1.5003563241191888
80,-88,2007,N2O,9.420e-08,1.5003563241191888
71,-102,2007,N2O,9.420e-08,1.5003563241191888
51,-65,2007,N2O,9.420e-08,1.5003563241191888
61,-67,2004,CO2,3.900e-04,1.4995811694550216
66,-133,2004,CO2,3.900e-04,1.4995811694550216
63,-110,2004,CO2,3.900e-04,1.4995811694550216
79,-140,2016,N2O,9.930e-08,1.4994533549127362
51,-124,2016,N2O,9.930e-08,1.4994533549127362
41,-90,2016,N2O,9.930e-08,1.4994533549127362
50,-70,2016,N2O,9.930e-08,1.4994533549127362
66,-130,2016,N2O,9.930e-08,1.4994533549127362
66,-115,2009,N2O,9.920e-08,1.4992158044095159
59,-78,2009,N2O,9.920e-08,1.4992158044095159
53,-107,2009,N2O,9.920e-08,1.4992158044095159
49,-140,2009,N2O,9.920e-08,1.4992158044095159
68,-69,2012,CCl2F2,5.350e-10,1.4991847623502115
60,-76,2012,CCl2F2,5.350e-10,1.4991847623502115
58,-79,2012,CCl2F2,5.350e-10,1.4991847623502115
76,-100,2012,CCl2F2,5.350e-10,1.4991847623502115
53,-72,2017,N2O,9.830e-08,1.4991633107717057
80,-102,2017,N2O,9.830e-08,1.4991633107717057
66,-101,2017,N2O,9.830e-08,1.4991633107717057
72,-77,2017,N2O,9.830e-08,1.4991633107717057
62,-83,2017,N2O,9.830e-08,1.4991633107717057
63,-76,2008,CCl2F2,5.160e-10,1.4989953957673248
63,-69,2011,N2O,9.530e-08,1.4986122599010359
83,-132,2017,CO2,4.520e-04,1.4985132019436682
73,-115,2011,CO2,3.860e-04,1.4984678119068706
43,-83,2010,N2O,8.840e-08,1.4981136083982354
58,-80,2007,N2O,9.410e-08,1.497989899426226
72,-103,2007,N2O,9.410e-08,1.497989899426226
61,-126,2016,N2O,9.920e-08,1.497174625807681
65,-92,2016,N2O,9.920e-08,1.497174625807681
68,-101,2016,N2O,9.920e-08,1.497174625807681
82,-125,2016,N2O,9.920e-08,1.497174625807681
71,-73,2009,N2O,9.910e-08,1.4969282685272751
55,-70,2009,N2O,9.910e-08,1.4969282685272751
53,-133,2009,N2O,9.910e-08,1.4969282685272751
81,-139,2009,N2O,9.910e-08,1.4969282685272751
56,-99,2009,N2O,9.910e-08,1.4969282685272751
83,-120,2009,N2O,9.910e-08,1.4969282685272751
66,-107,2009,N2O,9.910e-08,1.4969282685272751
74,-55,2009,N2O,9.910e-08,1.4969282685272751
62,-109,2009,N2O,9.910e-08,1.4969282685272751
80,-71,2017,N2O,9.820e-08,1.496870554629663
54,-53,2017,N2O,9.820e-08,1.496870554629663
80,-60,2017,N2O,9.820e-08,1.496870554629663
40,-103,2017,N2O,9.820e-08,1.496870554629663
67,-66,2017,N2O,9.820e-08,1.496870554629663
52,-119,2017,N2O,9.820e-08,1.496870554629663
67,-59,2016,CO2,4.240e-04,1.4965634767352844
81,-134,2016,CO2,4.240e-04,1.4965634767352844
67,-82,2016,CO2,4.240e-04,1.4965634767352844
83,-137,2016,CO2,4.240e-04,1.4965634767352844
82,-55,2011,N2O,9.520e-08,1.4962655554154918
67,-139,2017,CCl2F2,4.710e-10,1.495719138021429
54,-128,2017,CCl2F2,4.710e-10,1.495719138021429
65,-130,2015,N2O,8.600e-08,1.4956954418214223
61,-133,2010,N2O,8.830e-08,1.4956525628101927
45,-94,2007,N2O,9.400e-08,1.4956234747332628
68,-59,2016,N2O,9.910e-08,1.4948958967026253
53,-96,2016,N2O,9.910e-08,1.4948958967026253
63,-121,2016,N2O,9.910e-08,1.4948958967026253
50,-52,2016,N2O,9.910e-08,1.4948958967026253
67,-70,2016,N2O,9.910e-08,1.4948958967026253
52,-69,2016,N2O,9.910e-08,1.4948958967026253
61,-75,2009,N2O,9.900e-08,1.4946407326450348
55,-95,2009,N2O,9.900e-08,1.4946407326450348
58,-71,2017,N2O,9.810e-08,1.49457779848762
68,-98,2017,N2O,9.810e-08,1.49457779848762
83,-51,2017,N2O,9.810e-08,1.49457779848762
48,-102,2017,N2O,9.810e-08,1.49457779848762
64,-86,2017,N2O,9.810e-08,1.49457779848762
75,-93,2011,N2O,9.510e-08,1.4939188509299475
83,-71,2012,N2O,8.730e-08,1.4933247174609316
65,-52,2007,N2O,9.390e-08,1.4932570500403
76,-56,2016,N2O,9.900e-08,1.49261716759757
65,-75,2016,N2O,9.900e-08,1.49261716759757
80,-93,2016,N2O,9.900e-08,1.49261716759757
68,-89,2009,N2O,9.890e-08,1.4923531967627945
77,-134,2009,N2O,9.890e-08,1.4923531967627945
43,-90,2009,N2O,9.890e-08,1.4923531967627945
44,-127,2004,CO2,3.890e-04,1.4922993770167208
72,-53,2004,CO2,3.890e-04,1.4922993770167208
67,-61,2004,CO2,3.890e-04,1.4922993770167208
79,-74,2004,CO2,3.890e-04,1.4922993770167208
73,-97,2017,N2O,9.800e-08,1.4922850423455774
65,-126,2017,N2O,9.800e-08,1.4922850423455774
67,-80,2017,N2O,9.800e-08,1.4922850423455774
67,-101,2017,CO2,4.510e-04,1.492117866038842
69,-137,2016,N2O,9.890e-08,1.4903384384925147
78,-137,2016,N2O,9.890e-08,1.4903384384925147
82,-92,2016,N2O,9.890e-08,1.4903384384925147
63,-98,2016,N2O,9.890e-08,1.4903384384925147
82,-137,2016,N2O,9.890e-08,1.4903384384925147
68,-91,2017,CCl2F2,4.700e-10,1.4902108395578546
76,-62,2009,N2O,9.880e-08,1.4900656608805538
68,-62,2009,N2O,9.880e-08,1.4900656608805538
81,-110,2009,N2O,9.880e-08,1.4900656608805538
67,-64,2009,N2O,9.880e-08,1.4900656608805538
67,-128,2017,N2O,9.790e-08,1.4899922862035344
61,-82,2017,N2O,9.790e-08,1.4899922862035344
61,-98,2017,N2O,9.790e-08,1.4899922862035344
47,-88,2017,N2O,9.790e-08,1.4899922862035344
67,-127,2017,N2O,9.790e-08,1.4899922862035344
55,-103,2017,N2O,9.790e-08,1.4899922862035344
54,-133,2017,N2O,9.790e-08,1.4899922862035344
67,-79,2016,CO2,4.230e-04,1.4898738560124105
75,-113,2016,CO2,4.230e-04,1.4898738560124105
50,-119,2016,CO2,4.230e-04,1.4898738560124105
79,-99,2016,CO2,4.230e-04,1.4898738560124105
47,-119,2012,CCl2F2,5.330e-10,1.489418654743259
60,-93,2012,CCl2F2,5.330e-10,1.489418654743259
62,-104,2012,CCl2F2,5.330e-10,1.489418654743259
61,-92,2012,CCl2F2,5.330e-10,1.489418654743259
65,-75,2011,N2O,9.490e-08,1.489225441958859
82,-86,2011,N2O,9.490e-08,1.489225441958859
60,-101,2008,CCl2F2,5.140e-10,1.4891020678236606
45,-111,2008,CCl2F2,5.140e-10,1.4891020678236606
51,-55,2008,CCl2F2,5.140e-10,1.4891020678236606
83,-54,2016,N2O,9.880e-08,1.488059709387459
66,-95,2016,N2O,9.880e-08,1.488059709387459
64,-120,2016,N2O,9.880e-08,1.488059709387459
68,-129,2016,N2O,9.880e-08,1.488059709387459
60,-85,2016,N2O,9.880e-08,1.488059709387459
65,-122,2016,N2O,9.880e-08,1.488059709387459
67,-101,2016,N2O,9.880e-08,1.488059709387459
53,-83,2009,N2O,9.870e-08,1.4877781249983135
56,-66,2009,N2O,9.870e-08,1.4877781249983135
56,-130,2017,N2O,9.780e-08,1.487699530061492
68,-128,2017,N2O,9.780e-08,1.487699530061492
67,-88,2017,N2O,9.780e-08,1.487699530061492
53,-119,2010,CCl2F2,6.480e-10,1.4872832053746716
83,-58,2011,N2O,9.480e-08,1.486878737473315
76,-71,2011,N2O,9.480e-08,1.486878737473315
60,-132,2016,N2O,9.870e-08,1.4857809802824036
56,-51,2016,N2O,9.870e-08,1.4857809802824036
66,-64,2016,N2O,9.870e-08,1.4857809802824036
60,-109,2016,N2O,9.870e-08,1.4857809802824036
80,-96,2016,N2O,9.870e-08,1.4857809802824036
50,-139,2017,CO2,4.500e-04,1.4857225301340153
67,-52,2009,N2O,9.860e-08,1.4854905891160728
53,-84,2017,N2O,9.770e-08,1.485406773919449
67,-130,2017,N2O,9.770e-08,1.485406773919449
80,-77,2017,N2O,9.770e-08,1.485406773919449
75,-88,2004,CO2,3.880e-04,1.4850175845784195
63,-135,2004,CO2,3.880e-04,1.4850175845784195
67,-74,2004,CO2,3.880e-04,1.4850175845784195
62,-118,2012,CCl2F2,5.320e-10,1.484535600939783
49,-110,2012,CCl2F2,5.320e-10,1.484535600939783
49,-89,2012,CCl2F2,5.320e-10,1.484535600939783
78,-99,2012,CCl2F2,5.320e-10,1.484535600939783
42,-91,2011,N2O,9.470e-08,1.4845320329877707
41,-65,2014,N2O,9.050e-08,1.484183318389825
65,-134,2008,CCl2F2,5.130e-10,1.4841554038518288
51,-103,2008,CCl2F2,5.130e-10,1.4841554038518288
54,-64,2008,CCl2F2,5.130e-10,1.4841554038518288
61,-76,2011,CO2,3.840e-04,1.4839962715940476
76,-133,2016,N2O,9.860e-08,1.483502251177348
81,-99,2016,N2O,9.860e-08,1.483502251177348
68,-104,2016,N2O,9.860e-08,1.483502251177348
63,-84,2016,N2O,9.860e-08,1.483502251177348
68,-125,2016,N2O,9.860e-08,1.483502251177348
65,-64,2009,N2O,9.850e-08,1.4832030532338325
59,-128,2009,N2O,9.850e-08,1.4832030532338325
68,-90,2016,CO2,4.220e-04,1.4831842352895368
65,-99,2016,CO2,4.220e-04,1.4831842352895368
80,-93,2016,CO2,4.220e-04,1.4831842352895368
82,-115,2016,CO2,4.220e-04,1.4831842352895368
61,-99,2016,CO2,4.220e-04,1.4831842352895368
67,-100,2017,N2O,9.760e-08,1.4831140177774063
80,-69,2017,N2O,9.760e-08,1.4831140177774063
56,-98,2014,CCl2F2,5.560e-10,1.482429756599326
66,-54,2011,N2O,9.460e-08,1.4821853285022266
83,-121,2011,N2O,9.460e-08,1.4821853285022266
51,-94,2011,N2O,9.460e-08,1.4821853285022266
83,-137,2014,N2O,9.040e-08,1.4817800224933746
63,-77,2016,N2O,9.850e-08,1.4812235220722927
60,-82,2016,N2O,9.850e-08,1.4812235220722927
81,-63,2016,N2O,9.850e-08,1.4812235220722927
64,-121,2009,N2O,9.840e-08,1.4809155173515918
67,-106,2009,N2O,9.840e-08,1.4809155173515918
52,-75,2009,N2O,9.840e-08,1.4809155173515918
80,-76,2009,N2O,9.840e-08,1.4809155173515918
58,-131,2009,N2O,9.840e-08,1.4809155173515918
56,-58,2017,N2O,9.750e-08,1.4808212616353635
53,-90,2012,CCl2F2,5.310e-10,1.479652547136307
76,-115,2012,CCl2F2,5.310e-10,1.479652547136307
51,-130,2012,CCl2F2,5.310e-10,1.479652547136307
64,-95,2012,CCl2F2,5.310e-10,1.479652547136307
41,-115,2012,CCl2F2,5.310e-10,1.479652547136307
40,-56,2012,CCl2F2,5.310e-10,1.479652547136307
44,-87,2012,CCl2F2,5.310e-10,1.479652547136307
