lat,lon,orbitYear,gasID,concentration,norm_concentration
59,-67,2008,CO2,9.900e-05,-0.5024541598368959
64,-116,2008,CO2,9.900e-05,-0.5024541598368959
72,-120,2008,CO2,9.900e-05,-0.5024541598368959
67,-132,2008,CO2,9.900e-05,-0.5024541598368959
57,-86,2008,CO2,9.900e-05,-0.5024541598368959
62,-103,2006,CO2,9.870e-05,-0.5024925187999784
63,-112,2006,CO2,9.870e-05,-0.5024925187999784
73,-83,2006,CO2,9.870e-05,-0.5024925187999784
41,-85,2006,CO2,9.870e-05,-0.5024925187999784
72,-117,2006,CO2,9.870e-05,-0.5024925187999784
65,-74,2006,CO2,9.870e-05,-0.5024925187999784
49,-104,2006,CO2,9.870e-05,-0.5024925187999784
83,-126,2006,CO2,9.870e-05,-0.5024925187999784
67,-79,2006,CO2,9.870e-05,-0.5024925187999784
52,-132,2006,CO2,9.870e-05,-0.5024925187999784
82,-74,2006,CO2,9.870e-05,-0.5024925187999784
63,-57,2006,CO2,9.870e-05,-0.5024925187999784
58,-56,2006,CO2,9.870e-05,-0.5024925187999784
64,-118,2006,CO2,9.870e-05,-0.5024925187999784
43,-116,2006,CO2,9.870e-05,-0.5024925187999784
81,-77,2007,CO2,9.560e-05,-0.5026551113331392
67,-74,2013,CO2,9.890e-05,-0.5027589000069063
81,-94,2013,CO2,9.890e-05,-0.5027589000069063
45,-100,2013,CO2,9.890e-05,-0.5027589000069063
83,-109,2013,CO2,9.890e-05,-0.5027589000069063
59,-90,2013,CO2,9.890e-05,-0.5027589000069063
64,-135,2013,CO2,9.890e-05,-0.5027589000069063
41,-82,2013,CO2,9.890e-05,-0.5027589000069063
78,-68,2013,CO2,9.890e-05,-0.5027589000069063
44,-113,2013,CO2,9.890e-05,-0.5027589000069063
55,-81,2013,CO2,9.890e-05,-0.5027589000069063
61,-109,2013,CO2,9.890e-05,-0.5027589000069063
40,-120,2013,CO2,9.890e-05,-0.5027589000069063
63,-111,2013,CO2,9.890e-05,-0.5027589000069063
64,-53,2013,CO2,9.890e-05,-0.5027589000069063
83,-56,2013,CO2,9.890e-05,-0.5027589000069063
53,-73,2004,CCl2F2,7.700e-11,-0.5027739530555861
55,-98,2004,CCl2F2,7.700e-11,-0.5027739530555861
61,-101,2011,CCl2F2,8.040e-11,-0.5029226710985276
62,-124,2011,CCl2F2,8.040e-11,-0.5029226710985276
85,-89,2007,N2O,9.540e-09,-0.5030588209432779
58,-79,2007,N2O,9.540e-09,-0.5030588209432779
68,-96,2013,CCl3F,7.640e-11,-0.5030692856112876
40,-100,2013,CCl3F,7.640e-11,-0.5030692856112876
75,-68,2013,N2O,8.380e-10,-0.503106029226225
56,-90,2008,CO2,9.890e-05,-0.5032523903899372
66,-79,2008,CO2,9.890e-05,-0.5032523903899372
61,-73,2008,CO2,9.890e-05,-0.5032523903899372
69,-68,2008,CO2,9.890e-05,-0.5032523903899372
65,-55,2008,CO2,9.890e-05,-0.5032523903899372
65,-92,2008,CO2,9.890e-05,-0.5032523903899372
81,-105,2008,CO2,9.890e-05,-0.5032523903899372
68,-74,2008,CO2,9.890e-05,-0.5032523903899372
80,-122,2008,CO2,9.890e-05,-0.5032523903899372
56,-94,2008,CO2,9.890e-05,-0.5032523903899372
83,-115,2008,CO2,9.890e-05,-0.5032523903899372
46,-126,2006,CO2,9.860e-05,-0.5033298036606149
61,-105,2006,CO2,9.860e-05,-0.5033298036606149
64,-101,2006,CO2,9.860e-05,-0.5033298036606149
62,-130,2006,CO2,9.860e-05,-0.5033298036606149
80,-62,2006,CO2,9.860e-05,-0.5033298036606149
41,-80,2006,CO2,9.860e-05,-0.5033298036606149
53,-54,2006,CO2,9.860e-05,-0.5033298036606149
68,-134,2006,CO2,9.860e-05,-0.5033298036606149
61,-88,2006,CO2,9.860e-05,-0.5033298036606149
60,-109,2006,CO2,9.860e-05,-0.5033298036606149
84,-79,2006,CO2,9.860e-05,-0.5033298036606149
63,-63,2006,CO2,9.860e-05,-0.5033298036606149
62,-94,2011,N2O,9.990e-09,-0.5033613367167133
78,-97,2011,N2O,9.990e-09,-0.5033613367167133
68,-90,2011,N2O,9.990e-09,-0.5033613367167133
60,-59,2013,CCl2F2,7.870e-11,-0.5035055992374868
56,-56,2007,CO2,9.550e-05,-0.5035068813566549
70,-131,2007,N2O,9.520e-09,-0.5035321058818704
66,-75,2013,CO2,9.880e-05,-0.503540771517269
75,-92,2013,CO2,9.880e-05,-0.503540771517269
68,-139,2013,CO2,9.880e-05,-0.503540771517269
66,-123,2013,CO2,9.880e-05,-0.503540771517269
66,-68,2013,CO2,9.880e-05,-0.503540771517269
59,-108,2013,CO2,9.880e-05,-0.503540771517269
65,-100,2013,CO2,9.880e-05,-0.503540771517269
82,-80,2013,CO2,9.880e-05,-0.503540771517269
66,-83,2013,CO2,9.880e-05,-0.503540771517269
54,-120,2013,CO2,9.880e-05,-0.503540771517269
61,-126,2013,CO2,9.880e-05,-0.503540771517269
50,-122,2013,CO2,9.880e-05,-0.503540771517269
52,-113,2013,CO2,9.880e-05,-0.503540771517269
74,-86,2013,CO2,9.880e-05,-0.503540771517269
45,-116,2013,CO2,9.880e-05,-0.503540771517269
52,-138,2013,CO2,9.880e-05,-0.503540771517269
56,-96,2013,CO2,9.880e-05,-0.503540771517269
83,-51,2013,CO2,9.880e-05,-0.503540771517269
83,-74,2013,CO2,9.880e-05,-0.503540771517269
81,-80,2013,CO2,9.880e-05,-0.503540771517269
62,-67,2011,N2O,9.980e-09,-0.5035960071652676
64,-88,2011,N2O,9.980e-09,-0.5035960071652676
58,-118,2011,N2O,9.980e-09,-0.5035960071652676
67,-105,2011,N2O,9.980e-09,-0.5035960071652676
82,-127,2011,N2O,9.980e-09,-0.5035960071652676
68,-100,2011,N2O,9.970e-09,-0.5038306776138222
67,-64,2011,N2O,9.970e-09,-0.5038306776138222
64,-58,2007,N2O,9.500e-09,-0.504005390820463
67,-108,2010,CCl3F,7.000e-11,-0.5040158274666872
52,-136,2008,CO2,9.880e-05,-0.5040506209429786
57,-81,2008,CO2,9.880e-05,-0.5040506209429786
59,-58,2008,CO2,9.880e-05,-0.5040506209429786
64,-138,2008,CO2,9.880e-05,-0.5040506209429786
81,-129,2008,CO2,9.880e-05,-0.5040506209429786
70,-82,2008,CO2,9.880e-05,-0.5040506209429786
65,-104,2008,CO2,9.880e-05,-0.5040506209429786
84,-107,2008,CO2,9.880e-05,-0.5040506209429786
64,-79,2008,CO2,9.880e-05,-0.5040506209429786
43,-79,2008,CO2,9.880e-05,-0.5040506209429786
45,-135,2008,CO2,9.880e-05,-0.5040506209429786
57,-136,2011,CCl2F2,8.020e-11,-0.5040575581582637
83,-52,2011,N2O,9.960e-09,-0.5040653480623766
73,-131,2011,N2O,9.960e-09,-0.5040653480623766
66,-126,2011,N2O,9.960e-09,-0.5040653480623766
60,-90,2011,N2O,9.960e-09,-0.5040653480623766
65,-51,2011,N2O,9.960e-09,-0.5040653480623766
42,-106,2006,CO2,9.850e-05,-0.5041670885212514
60,-60,2006,CO2,9.850e-05,-0.5041670885212514
51,-60,2006,CO2,9.850e-05,-0.5041670885212514
60,-138,2006,CO2,9.850e-05,-0.5041670885212514
57,-92,2006,CO2,9.850e-05,-0.5041670885212514
48,-77,2006,CO2,9.850e-05,-0.5041670885212514
68,-140,2006,CO2,9.850e-05,-0.5041670885212514
61,-82,2006,CO2,9.850e-05,-0.5041670885212514
67,-92,2006,CO2,9.850e-05,-0.5041670885212514
85,-114,2006,CO2,9.850e-05,-0.5041670885212514
64,-61,2006,CO2,9.850e-05,-0.5041670885212514
62,-69,2006,CO2,9.850e-05,-0.5041670885212514
64,-52,2006,CO2,9.850e-05,-0.5041670885212514
49,-91,2006,CO2,9.850e-05,-0.5041670885212514
65,-117,2006,CO2,9.850e-05,-0.5041670885212514
65,-79,2007,N2O,9.490e-09,-0.5042420332897593
80,-90,2007,N2O,9.490e-09,-0.5042420332897593
52,-70,2007,N2O,9.490e-09,-0.5042420332897593
56,-63,2011,N2O,9.950e-09,-0.504300018510931
83,-124,2011,N2O,9.950e-09,-0.504300018510931
46,-99,2011,N2O,9.950e-09,-0.504300018510931
81,-117,2013,CO2,9.870e-05,-0.5043226430276316
63,-86,2013,CO2,9.870e-05,-0.5043226430276316
64,-104,2013,CO2,9.870e-05,-0.5043226430276316
68,-63,2013,CO2,9.870e-05,-0.5043226430276316
58,-87,2013,CO2,9.870e-05,-0.5043226430276316
54,-77,2013,CO2,9.870e-05,-0.5043226430276316
83,-75,2013,CO2,9.870e-05,-0.5043226430276316
81,-71,2013,CO2,9.870e-05,-0.5043226430276316
56,-135,2013,CO2,9.870e-05,-0.5043226430276316
71,-124,2013,CO2,9.870e-05,-0.5043226430276316
40,-87,2013,CO2,9.870e-05,-0.5043226430276316
65,-72,2007,CO2,9.540e-05,-0.5043586513801704
75,-118,2007,CO2,9.540e-05,-0.5043586513801704
41,-134,2007,N2O,9.480e-09,-0.5044786757590556
64,-81,2004,CCl2F2,7.670e-11,-0.5044938936641271
79,-87,2004,CCl2F2,7.670e-11,-0.5044938936641271
60,-76,2004,CCl2F2,7.670e-11,-0.5044938936641271
48,-95,2011,N2O,9.940e-09,-0.5045346889594854
69,-112,2011,N2O,9.940e-09,-0.5045346889594854
55,-137,2011,N2O,9.940e-09,-0.5045346889594854
66,-55,2011,N2O,9.940e-09,-0.5045346889594854
40,-85,2011,N2O,9.940e-09,-0.5045346889594854
41,-126,2011,N2O,9.940e-09,-0.5045346889594854
62,-140,2011,N2O,9.940e-09,-0.5045346889594854
66,-102,2011,N2O,9.940e-09,-0.5045346889594854
66,-99,2006,CCl3F,7.890e-11,-0.5046231859082846
64,-63,2011,CCl2F2,8.010e-11,-0.5046250016881317
82,-90,2011,CCl2F2,8.010e-11,-0.5046250016881317
78,-94,2013,CCl2F2,7.850e-11,-0.5046592089394976
53,-122,2007,N2O,9.470e-09,-0.5047153182283519
61,-78,2011,N2O,9.930e-09,-0.5047693594080398
59,-99,2011,N2O,9.930e-09,-0.5047693594080398
80,-63,2011,N2O,9.930e-09,-0.5047693594080398
82,-94,2011,N2O,9.930e-09,-0.5047693594080398
77,-123,2005,CCl3F,6.660e-11,-0.5048484087368276
80,-93,2005,CCl3F,6.660e-11,-0.5048484087368276
68,-70,2008,CO2,9.870e-05,-0.50484885149602
62,-85,2008,CO2,9.870e-05,-0.50484885149602
83,-86,2008,CO2,9.870e-05,-0.50484885149602
63,-54,2008,CO2,9.870e-05,-0.50484885149602
74,-122,2008,CO2,9.870e-05,-0.50484885149602
58,-73,2008,CO2,9.870e-05,-0.50484885149602
53,-100,2008,CO2,9.870e-05,-0.50484885149602
43,-132,2008,CO2,9.870e-05,-0.50484885149602
62,-115,2011,N2O,9.920e-09,-0.5050040298565942
66,-128,2011,N2O,9.920e-09,-0.5050040298565942
51,-113,2011,N2O,9.920e-09,-0.5050040298565942
63,-98,2011,N2O,9.920e-09,-0.5050040298565942
68,-113,2011,N2O,9.920e-09,-0.5050040298565942
66,-120,2011,N2O,9.920e-09,-0.5050040298565942
78,-129,2006,CO2,9.840e-05,-0.5050043733818878
65,-138,2006,CO2,9.840e-05,-0.5050043733818878
71,-136,2006,CO2,9.840e-05,-0.5050043733818878
47,-138,2006,CO2,9.840e-05,-0.5050043733818878
66,-136,2006,CO2,9.840e-05,-0.5050043733818878
71,-52,2006,CO2,9.840e-05,-0.5050043733818878
63,-89,2006,CO2,9.840e-05,-0.5050043733818878
65,-100,2006,CO2,9.840e-05,-0.5050043733818878
49,-129,2006,CO2,9.840e-05,-0.5050043733818878
74,-99,2006,CO2,9.840e-05,-0.5050043733818878
85,-86,2004,CCl2F2,7.660e-11,-0.5050672072003074
66,-81,2013,CO2,9.860e-05,-0.5051045145379943
56,-77,2013,CO2,9.860e-05,-0.5051045145379943
81,-97,2013,CO2,9.860e-05,-0.5051045145379943
65,-69,2013,CO2,9.860e-05,-0.5051045145379943
57,-71,2013,CO2,9.860e-05,-0.5051045145379943
45,-72,2013,CO2,9.860e-05,-0.5051045145379943
46,-90,2013,CO2,9.860e-05,-0.5051045145379943
58,-68,2013,CO2,9.860e-05,-0.5051045145379943
48,-125,2013,CO2,9.860e-05,-0.5051045145379943
47,-120,2013,CO2,9.860e-05,-0.5051045145379943
42,-69,2013,CO2,9.860e-05,-0.5051045145379943
58,-140,2013,CO2,9.860e-05,-0.5051045145379943
60,-52,2013,CO2,9.860e-05,-0.5051045145379943
51,-64,2013,CO2,9.860e-05,-0.5051045145379943
72,-57,2013,CO2,9.860e-05,-0.5051045145379943
83,-110,2013,CO2,9.860e-05,-0.5051045145379943
76,-136,2013,CO2,9.860e-05,-0.5051045145379943
67,-69,2011,CCl2F2,8.000e-11,-0.5051924452179998
65,-59,2007,CO2,9.530e-05,-0.505210421403686
64,-58,2007,CO2,9.530e-05,-0.505210421403686
82,-111,2013,CCl2F2,7.840e-11,-0.5052360137905029
82,-124,2011,N2O,9.910e-09,-0.5052387003051486
78,-126,2011,N2O,9.910e-09,-0.5052387003051486
57,-134,2011,N2O,9.910e-09,-0.5052387003051486
58,-78,2011,N2O,9.910e-09,-0.5052387003051486
67,-117,2011,N2O,9.910e-09,-0.5052387003051486
66,-94,2011,N2O,9.910e-09,-0.5052387003051486
81,-109,2011,N2O,9.910e-09,-0.5052387003051486
63,-129,2011,N2O,9.910e-09,-0.5052387003051486
72,-126,2011,N2O,9.910e-09,-0.5052387003051486
61,-88,2011,N2O,9.900e-09,-0.5054733707537031
82,-135,2011,N2O,9.900e-09,-0.5054733707537031
79,-114,2011,N2O,9.900e-09,-0.5054733707537031
69,-88,2011,N2O,9.900e-09,-0.5054733707537031
44,-107,2011,N2O,9.900e-09,-0.5054733707537031
65,-135,2008,CO2,9.860e-05,-0.5056470820490614
46,-121,2008,CO2,9.860e-05,-0.5056470820490614
70,-56,2008,CO2,9.860e-05,-0.5056470820490614
54,-64,2008,CO2,9.860e-05,-0.5056470820490614
61,-71,2008,CO2,9.860e-05,-0.5056470820490614
66,-134,2008,CO2,9.860e-05,-0.5056470820490614
67,-117,2008,CO2,9.860e-05,-0.5056470820490614
67,-139,2011,N2O,9.890e-09,-0.5057080412022575
59,-83,2011,N2O,9.890e-09,-0.5057080412022575
62,-68,2011,CCl2F2,7.990e-11,-0.5057598887478678
67,-88,2013,CCl2F2,7.830e-11,-0.5058128186415082
78,-87,2006,CO2,9.830e-05,-0.5058416582425243
68,-64,2006,CO2,9.830e-05,-0.5058416582425243
79,-134,2006,CO2,9.830e-05,-0.5058416582425243
64,-136,2006,CO2,9.830e-05,-0.5058416582425243
59,-103,2006,CO2,9.830e-05,-0.5058416582425243
64,-126,2006,CO2,9.830e-05,-0.5058416582425243
67,-104,2013,CO2,9.850e-05,-0.505886386048357
67,-130,2013,CO2,9.850e-05,-0.505886386048357
72,-82,2013,CO2,9.850e-05,-0.505886386048357
40,-131,2013,CO2,9.850e-05,-0.505886386048357
63,-105,2013,CO2,9.850e-05,-0.505886386048357
75,-70,2013,CO2,9.850e-05,-0.505886386048357
82,-118,2013,CO2,9.850e-05,-0.505886386048357
57,-88,2013,CO2,9.850e-05,-0.505886386048357
68,-113,2013,CO2,9.850e-05,-0.505886386048357
57,-78,2013,CO2,9.850e-05,-0.505886386048357
47,-57,2013,CO2,9.850e-05,-0.505886386048357
82,-121,2013,CO2,9.850e-05,-0.505886386048357
52,-70,2013,CO2,9.850e-05,-0.505886386048357
64,-93,2013,CO2,9.850e-05,-0.505886386048357
58,-92,2007,N2O,9.420e-09,-0.5058985305748334
62,-133,2007,N2O,9.420e-09,-0.5058985305748334
69,-106,2011,N2O,9.880e-09,-0.505942711650812
63,-111,2011,N2O,9.880e-09,-0.505942711650812
58,-74,2011,N2O,9.880e-09,-0.505942711650812
68,-81,2011,N2O,9.880e-09,-0.505942711650812
67,-76,2011,N2O,9.880e-09,-0.505942711650812
51,-80,2007,CO2,9.520e-05,-0.5060621914272017
59,-133,2007,CO2,9.520e-05,-0.5060621914272017
71,-60,2007,CO2,9.520e-05,-0.5060621914272017
67,-115,2011,N2O,9.870e-09,-0.5061773820993662
53,-50,2011,N2O,9.870e-09,-0.5061773820993662
64,-86,2011,N2O,9.870e-09,-0.5061773820993662
65,-58,2011,N2O,9.870e-09,-0.5061773820993662
76,-105,2011,N2O,9.870e-09,-0.5061773820993662
67,-114,2011,N2O,9.870e-09,-0.5061773820993662
68,-106,2011,N2O,9.870e-09,-0.5061773820993662
49,-58,2011,N2O,9.870e-09,-0.5061773820993662
81,-112,2013,CCl2F2,7.820e-11,-0.5063896234925135
64,-129,2011,N2O,9.860e-09,-0.5064120525479208
81,-82,2011,N2O,9.860e-09,-0.5064120525479208
79,-69,2011,N2O,9.860e-09,-0.5064120525479208
46,-100,2008,CO2,9.850e-05,-0.5064453126021028
63,-129,2008,CO2,9.850e-05,-0.5064453126021028
62,-63,2008,CO2,9.850e-05,-0.5064453126021028
81,-81,2008,CO2,9.850e-05,-0.5064453126021028
50,-72,2008,CO2,9.850e-05,-0.5064453126021028
80,-97,2008,CO2,9.850e-05,-0.5064453126021028
65,-134,2008,CO2,9.850e-05,-0.5064453126021028
66,-78,2008,CO2,9.850e-05,-0.5064453126021028
66,-75,2008,CO2,9.850e-05,-0.5064453126021028
77,-53,2008,CO2,9.850e-05,-0.5064453126021028
78,-138,2008,CO2,9.850e-05,-0.5064453126021028
67,-56,2007,N2O,9.390e-09,-0.5066084579827224
66,-103,2011,N2O,9.850e-09,-0.5066467229964752
61,-54,2011,N2O,9.850e-09,-0.5066467229964752
45,-68,2011,N2O,9.850e-09,-0.5066467229964752
69,-127,2011,N2O,9.850e-09,-0.5066467229964752
64,-55,2013,CO2,9.840e-05,-0.5066682575587196
64,-112,2013,CO2,9.840e-05,-0.5066682575587196
60,-89,2013,CO2,9.840e-05,-0.5066682575587196
61,-90,2013,CO2,9.840e-05,-0.5066682575587196
68,-133,2013,CO2,9.840e-05,-0.5066682575587196
55,-57,2013,CO2,9.840e-05,-0.5066682575587196
82,-137,2013,CO2,9.840e-05,-0.5066682575587196
42,-70,2013,CO2,9.840e-05,-0.5066682575587196
46,-109,2013,CO2,9.840e-05,-0.5066682575587196
67,-76,2013,CO2,9.840e-05,-0.5066682575587196
83,-78,2013,CO2,9.840e-05,-0.5066682575587196
55,-105,2013,CO2,9.840e-05,-0.5066682575587196
82,-67,2013,CO2,9.840e-05,-0.5066682575587196
54,-85,2013,CO2,9.840e-05,-0.5066682575587196
63,-104,2013,CO2,9.840e-05,-0.5066682575587196
59,-78,2006,CO2,9.820e-05,-0.5066789431031606
68,-92,2006,CO2,9.820e-05,-0.5066789431031606
40,-65,2006,CO2,9.820e-05,-0.5066789431031606
74,-64,2006,CO2,9.820e-05,-0.5066789431031606
48,-86,2006,CO2,9.820e-05,-0.5066789431031606
73,-107,2006,CO2,9.820e-05,-0.5066789431031606
67,-86,2006,CO2,9.820e-05,-0.5066789431031606
76,-100,2006,CO2,9.820e-05,-0.5066789431031606
68,-60,2006,CO2,9.820e-05,-0.5066789431031606
40,-87,2006,CO2,9.820e-05,-0.5066789431031606
61,-106,2006,CO2,9.820e-05,-0.5066789431031606
80,-114,2006,CO2,9.820e-05,-0.5066789431031606
67,-111,2006,CO2,9.820e-05,-0.5066789431031606
47,-59,2007,N2O,9.380e-09,-0.5068451004520186
75,-134,2011,N2O,9.840e-09,-0.5068813934450296
57,-110,2011,N2O,9.840e-09,-0.5068813934450296
74,-66,2011,N2O,9.840e-09,-0.5068813934450296
62,-91,2011,CCl2F2,7.970e-11,-0.5068947758076039
62,-64,2011,CCl2F2,7.970e-11,-0.5068947758076039
81,-62,2011,N2O,9.830e-09,-0.507116063893584
80,-87,2011,N2O,9.830e-09,-0.507116063893584
69,-103,2011,N2O,9.830e-09,-0.507116063893584
77,-125,2011,N2O,9.830e-09,-0.507116063893584
64,-51,2011,N2O,9.830e-09,-0.507116063893584
80,-83,2008,CO2,9.840e-05,-0.5072435431551441
70,-131,2008,CO2,9.840e-05,-0.5072435431551441
62,-79,2008,CO2,9.840e-05,-0.5072435431551441
63,-101,2008,CO2,9.840e-05,-0.5072435431551441
57,-130,2008,CO2,9.840e-05,-0.5072435431551441
54,-124,2008,CO2,9.840e-05,-0.5072435431551441
66,-68,2008,CO2,9.840e-05,-0.5072435431551441
59,-69,2011,N2O,9.820e-09,-0.5073507343421385
51,-87,2011,N2O,9.820e-09,-0.5073507343421385
61,-107,2004,CCl2F2,7.620e-11,-0.5073604613450285
51,-73,2013,CO2,9.830e-05,-0.5074501290690823
59,-127,2013,CO2,9.830e-05,-0.5074501290690823
60,-101,2013,CO2,9.830e-05,-0.5074501290690823
67,-93,2013,CO2,9.830e-05,-0.5074501290690823
66,-107,2013,CO2,9.830e-05,-0.5074501290690823
62,-103,2013,CO2,9.830e-05,-0.5074501290690823
79,-76,2013,CO2,9.830e-05,-0.5074501290690823
82,-111,2013,CO2,9.830e-05,-0.5074501290690823
70,-112,2013,CO2,9.830e-05,-0.5074501290690823
80,-112,2013,CO2,9.830e-05,-0.5074501290690823
62,-117,2013,CO2,9.830e-05,-0.5074501290690823
66,-105,2006,CO2,9.810e-05,-0.5075162279637971
60,-62,2006,CO2,9.810e-05,-0.5075162279637971
62,-73,2006,CO2,9.810e-05,-0.5075162279637971
85,-77,2006,CO2,9.810e-05,-0.5075162279637971
70,-65,2006,CO2,9.810e-05,-0.5075162279637971
54,-132,2006,CO2,9.810e-05,-0.5075162279637971
65,-68,2006,CO2,9.810e-05,-0.5075162279637971
67,-55,2006,CO2,9.810e-05,-0.5075162279637971
47,-99,2011,N2O,9.810e-09,-0.5075854047906928
81,-111,2011,N2O,9.810e-09,-0.5075854047906928
65,-126,2011,N2O,9.810e-09,-0.5075854047906928
53,-99,2011,N2O,9.810e-09,-0.5075854047906928
80,-112,2007,CO2,9.500e-05,-0.5077657314742328
63,-89,2007,CO2,9.500e-05,-0.5077657314742328
55,-104,2013,CCl3F,7.630e-11,-0.5077864072224899
40,-87,2007,N2O,9.340e-09,-0.5077916703292038
68,-74,2011,N2O,9.800e-09,-0.5078200752392472
67,-97,2011,N2O,9.800e-09,-0.5078200752392472
54,-64,2011,N2O,9.800e-09,-0.5078200752392472
49,-133,2004,CCl2F2,7.610e-11,-0.5079337748812088
65,-85,2008,CO2,9.830e-05,-0.5080417737081855
53,-137,2008,CO2,9.830e-05,-0.5080417737081855
52,-68,2008,CO2,9.830e-05,-0.5080417737081855
84,-135,2008,CO2,9.830e-05,-0.5080417737081855
84,-87,2008,CO2,9.830e-05,-0.5080417737081855
51,-61,2008,CO2,9.830e-05,-0.5080417737081855
60,-58,2008,CO2,9.830e-05,-0.5080417737081855
76,-130,2011,N2O,9.790e-09,-0.5080547456878016
52,-64,2011,N2O,9.790e-09,-0.5080547456878016
55,-111,2013,CCl2F2,7.790e-11,-0.5081200380455295
82,-78,2013,CCl2F2,7.790e-11,-0.5081200380455295
66,-83,2013,CCl2F2,7.790e-11,-0.5081200380455295
50,-69,2013,CCl2F2,7.790e-11,-0.5081200380455295
42,-70,2013,CCl2F2,7.790e-11,-0.5081200380455295
52,-97,2009,CCl3F,6.690e-11,-0.5082104452202757
72,-107,2013,CO2,9.820e-05,-0.508232000579445
59,-129,2013,CO2,9.820e-05,-0.508232000579445
66,-62,2013,CO2,9.820e-05,-0.508232000579445
58,-59,2013,CO2,9.820e-05,-0.508232000579445
67,-55,2013,CO2,9.820e-05,-0.508232000579445
52,-119,2013,CO2,9.820e-05,-0.508232000579445
56,-108,2013,CO2,9.820e-05,-0.508232000579445
68,-66,2013,CO2,9.820e-05,-0.508232000579445
78,-93,2013,CO2,9.820e-05,-0.508232000579445
59,-84,2013,CO2,9.820e-05,-0.508232000579445
67,-56,2013,CO2,9.820e-05,-0.508232000579445
63,-60,2013,CO2,9.820e-05,-0.508232000579445
68,-111,2013,CO2,9.820e-05,-0.508232000579445
58,-120,2013,CO2,9.820e-05,-0.508232000579445
67,-92,2013,CO2,9.820e-05,-0.508232000579445
68,-124,2011,N2O,9.780e-09,-0.5082894161363561
49,-66,2011,N2O,9.780e-09,-0.5082894161363561
79,-138,2011,N2O,9.780e-09,-0.5082894161363561
64,-109,2006,CO2,9.800e-05,-0.5083535128244336
67,-68,2006,CO2,9.800e-05,-0.5083535128244336
68,-91,2006,CO2,9.800e-05,-0.5083535128244336
42,-63,2006,CO2,9.800e-05,-0.5083535128244336
83,-125,2006,CO2,9.800e-05,-0.5083535128244336
42,-87,2006,CO2,9.800e-05,-0.5083535128244336
74,-120,2006,CO2,9.800e-05,-0.5083535128244336
83,-74,2011,N2O,9.770e-09,-0.5085240865849106
81,-58,2011,N2O,9.770e-09,-0.5085240865849106
72,-120,2011,N2O,9.770e-09,-0.5085240865849106
57,-101,2011,CCl2F2,7.940e-11,-0.5085971063972079
80,-123,2013,CCl2F2,7.780e-11,-0.5086968428965348
69,-56,2011,N2O,9.760e-09,-0.508758757033465
65,-55,2011,N2O,9.760e-09,-0.508758757033465
62,-103,2008,CO2,9.820e-05,-0.5088400042612269
46,-112,2008,CO2,9.820e-05,-0.5088400042612269
43,-107,2008,CO2,9.820e-05,-0.5088400042612269
68,-77,2008,CO2,9.820e-05,-0.5088400042612269
40,-65,2008,CO2,9.820e-05,-0.5088400042612269
63,-126,2008,CO2,9.820e-05,-0.5088400042612269
80,-103,2008,CO2,9.820e-05,-0.5088400042612269
82,-108,2008,CO2,9.820e-05,-0.5088400042612269
55,-54,2008,CO2,9.820e-05,-0.5088400042612269
60,-96,2008,CO2,9.820e-05,-0.5088400042612269
65,-89,2008,CO2,9.820e-05,-0.5088400042612269
57,-98,2008,CO2,9.820e-05,-0.5088400042612269
76,-93,2015,CCl3F,6.760e-11,-0.5088421868187184
82,-122,2015,CCl3F,6.760e-11,-0.5088421868187184
59,-100,2007,N2O,9.290e-09,-0.5089748826756854
80,-70,2011,N2O,9.750e-09,-0.5089934274820194
46,-85,2013,CO2,9.810e-05,-0.5090138720898076
81,-68,2013,CO2,9.810e-05,-0.5090138720898076
64,-122,2013,CO2,9.810e-05,-0.5090138720898076
80,-96,2013,CO2,9.810e-05,-0.5090138720898076
62,-98,2013,CO2,9.810e-05,-0.5090138720898076
64,-110,2013,CO2,9.810e-05,-0.5090138720898076
66,-80,2013,CO2,9.810e-05,-0.5090138720898076
58,-117,2013,CO2,9.810e-05,-0.5090138720898076
68,-76,2013,CO2,9.810e-05,-0.5090138720898076
48,-105,2004,CCl2F2,7.590e-11,-0.5090804019535694
65,-55,2011,CCl2F2,7.930e-11,-0.509164549927076
57,-117,2006,CO2,9.790e-05,-0.5091907976850701
63,-100,2006,CO2,9.790e-05,-0.5091907976850701
63,-76,2006,CO2,9.790e-05,-0.5091907976850701
69,-57,2006,CO2,9.790e-05,-0.5091907976850701
64,-90,2006,CO2,9.790e-05,-0.5091907976850701
45,-94,2006,CO2,9.790e-05,-0.5091907976850701
72,-93,2006,CCl3F,7.880e-11,-0.5092264031118292
49,-104,2006,CCl3F,7.880e-11,-0.5092264031118292
61,-53,2010,CO2,9.150e-05,-0.5092491488852466
76,-96,2013,CCl2F2,7.770e-11,-0.5092736477475402
67,-87,2011,N2O,9.730e-09,-0.5094627683791282
64,-121,2007,CO2,9.480e-05,-0.5094692715212639
68,-137,2008,CO2,9.810e-05,-0.5096382348142683
79,-98,2008,CO2,9.810e-05,-0.5096382348142683
69,-75,2008,CO2,9.810e-05,-0.5096382348142683
43,-60,2008,CO2,9.810e-05,-0.5096382348142683
51,-134,2008,CO2,9.810e-05,-0.5096382348142683
65,-98,2008,CO2,9.810e-05,-0.5096382348142683
57,-138,2008,CO2,9.810e-05,-0.5096382348142683
66,-140,2008,CO2,9.810e-05,-0.5096382348142683
